tip	date	distance	residual
Canada/fake_146/2021/EPI_ISL_FAKE_146/2021-02-01	2021.0849315068492	5.103410000000001E-4	-1.1895594473735824E-4
Canada/fake_48/2020/EPI_ISL_FAKE_48/2020-12-12	2020.9453551912568	3.64543E-4	-2.6475678806684014E-4
Canada/fake_53/2020/EPI_ISL_FAKE_53/2020-12-14	2020.950819672131	4.73891E-4	-1.5540867674910332E-4
Canada/fake_127/2021/EPI_ISL_FAKE_127/2021-01-25	2021.0657534246575	6.561710000000002E-4	2.6873664583132516E-5
USA/fake_181/2021/EPI_ISL_FAKE_181/2021-02-10	2021.109589041096	6.561720000000001E-4	2.687555756486818E-5
UnitedKingdom/fake_200/2021/EPI_ISL_FAKE_200/2021-02-18	2021.131506849315	6.197530000000001E-4	-9.54299594426388E-6
Canada/fake_164/2021/EPI_ISL_FAKE_164/2021-02-06	2021.0986301369862	5.103580000000001E-4	-1.1893866568056576E-4
Canada/fake_167/2021/EPI_ISL_FAKE_167/2021-02-06	2021.0986301369862	5.103590000000002E-4	-1.1893766568056574E-4
Canada/fake_67/2020/EPI_ISL_FAKE_67/2020-12-26	2020.983606557377	5.103650000000001E-4	-1.1893400884268191E-4
Canada/fake_169/2021/EPI_ISL_FAKE_169/2021-02-07	2021.1013698630136	5.832820000000001E-4	-4.6014609869207256E-5
Canada/fake_84/2021/EPI_ISL_FAKE_84/2021-01-07	2021.0164383561644	4.0098600000000004E-4	-2.2831234002132044E-4
USA/fake_180/2021/EPI_ISL_FAKE_180/2021-02-10	2021.109589041096	6.92677E-4	6.338055756486812E-5
Portugal/fake_47/2020/EPI_ISL_FAKE_47/2020-12-12	2020.9453551912568	4.73892E-4	-1.5540778806684012E-4
Canada/fake_115/2021/EPI_ISL_FAKE_115/2021-01-22	2021.0575342465754	5.103470000000001E-4	-1.1895050285094311E-4
Canada/fake_4/2020/EPI_ISL_FAKE_4/2020-08-01	2020.5819672131147	1.45817E-4	-4.8349019069634234E-4
Canada/fake_3/2020/EPI_ISL_FAKE_3/2020-07-13	2020.5300546448088	1.8226699999999998E-4	-4.470412482148427E-4
UnitedKingdom/fake_7/2020/EPI_ISL_FAKE_7/2020-08-13	2020.6147540983607	2.55172E-4	-3.741345227899211E-4
USA/fake_15/2020/EPI_ISL_FAKE_15/2020-10-13	2020.7814207650274	5.103610000000001E-4	-1.1894212759894641E-4
USA/fake_51/2020/EPI_ISL_FAKE_51/2020-12-13	2020.948087431694	5.10331E-4	-1.1896873240797173E-4
Canada/fake_16/2020/EPI_ISL_FAKE_16/2020-10-14	2020.7841530054645	4.37428E-4	-1.9187507194007801E-4
Canada/fake_50/2020/EPI_ISL_FAKE_50/2020-12-12	2020.9453551912568	6.561640000000001E-4	2.6864211933159965E-5
Canada/fake_38/2020/EPI_ISL_FAKE_38/2020-11-28	2020.9071038251366	5.83246E-4	-4.6054567290998265E-5
Canada/fake_128/2021/EPI_ISL_FAKE_128/2021-01-25	2021.0657534246575	7.6553E-4	1.3623266458313236E-4
Canada/fake_21/2020/EPI_ISL_FAKE_21/2020-10-26	2020.8169398907103	3.2806700000000003E-4	-3.0123540403365675E-4
Canada/fake_174/2021/EPI_ISL_FAKE_174/2021-02-08	2021.1041095890412	4.3743100000000006E-4	-1.918655540578488E-4
Canada/fake_106/2021/EPI_ISL_FAKE_106/2021-01-17	2021.0438356164384	6.561760000000002E-4	2.6878218092264553E-5
UnitedKingdom/fake_119/2021/EPI_ISL_FAKE_119/2021-01-23	2021.0602739726028	5.832560000000001E-4	-4.604144703958463E-5
Canada/fake_125/2021/EPI_ISL_FAKE_125/2021-01-24	2021.0630136986301	7.291310000000002E-4	9.98336087717739E-5
Canada/fake_55/2020/EPI_ISL_FAKE_55/2020-12-14	2020.950819672131	4.0097700000000006E-4	-2.2832267674910325E-4
Canada/fake_32/2020/EPI_ISL_FAKE_32/2020-11-16	2020.8743169398906	2.9162700000000003E-4	-3.3767423519741953E-4
UnitedKingdom/fake_22/2020/EPI_ISL_FAKE_22/2020-10-26	2020.8169398907103	2.91632E-4	-3.376704040336568E-4
USA/fake_69/2020/EPI_ISL_FAKE_69/2020-12-27	2020.9863387978141	4.7389299999999997E-4	-1.5540595318381362E-4
UnitedKingdom/fake_137/2021/EPI_ISL_FAKE_137/2021-01-29	2021.0767123287671	6.19752E-4	-9.545112171433726E-6
Canada/fake_83/2021/EPI_ISL_FAKE_83/2021-01-07	2021.0164383561644	6.927120000000001E-4	6.341365997867957E-5
Canada/fake_87/2021/EPI_ISL_FAKE_87/2021-01-08	2021.0191780821917	9.48012E-4	3.18713715790038E-4
Canada/fake_88/2021/EPI_ISL_FAKE_88/2021-01-09	2021.021917808219	6.56248E-4	2.6949771601396453E-5
Italy/fake_132/2021/EPI_ISL_FAKE_132/2021-01-26	2021.0684931506848	6.562120000000001E-4	2.6914720394490867E-5
Canada/fake_57/2020/EPI_ISL_FAKE_57/2020-12-17	2020.9590163934427	6.19739E-4	-9.560509772498014E-6
Canada/fake_166/2021/EPI_ISL_FAKE_166/2021-02-06	2021.0986301369862	8.384750000000001E-4	2.091783343194342E-4
France/fake_195/2021/EPI_ISL_FAKE_195/2021-02-16	2021.1260273972603	5.832830000000001E-4	-4.6013107566980843E-5
Spain/fake_9/2020/EPI_ISL_FAKE_9/2020-09-06	2020.6803278688524	5.10349E-4	-1.189561869770786E-4
UnitedKingdom/fake_70/2020/EPI_ISL_FAKE_70/2020-12-27	2020.9863387978141	6.56208E-4	2.6909046816186435E-5
Canada/fake_49/2020/EPI_ISL_FAKE_49/2020-12-12	2020.9453551912568	8.38558E-4	2.0925821193315986E-4
Canada/fake_161/2021/EPI_ISL_FAKE_161/2021-02-05	2021.0958904109589	9.844139999999999E-4	3.551172785080755E-4
Canada/fake_8/2020/EPI_ISL_FAKE_8/2020-08-20	2020.6338797814208	2.55179E-4	-3.7412713317784205E-4
UnitedKingdom/fake_23/2020/EPI_ISL_FAKE_23/2020-10-27	2020.8196721311476	4.0097700000000006E-4	-2.2832534837478825E-4
Canada/fake_79/2021/EPI_ISL_FAKE_79/2021-01-05	2021.0109589041097	7.655440000000001E-4	1.3624554835596253E-4
Canada/fake_91/2021/EPI_ISL_FAKE_91/2021-01-10	2021.0246575342467	6.92606E-4	6.330782741275503E-5
Canada/fake_101/2021/EPI_ISL_FAKE_101/2021-01-16	2021.041095890411	6.92605E-4	6.330716228090591E-5
Canada/fake_66/2020/EPI_ISL_FAKE_66/2020-12-24	2020.9781420765028	4.7391E-4	-1.5538912016041897E-4
USA/fake_113/2021/EPI_ISL_FAKE_113/2021-01-21	2021.054794520548	5.83255E-4	-4.6042558662301686E-5
Canada/fake_27/2020/EPI_ISL_FAKE_27/2020-11-05	2020.844262295082	4.7391E-4	-1.5539184744497233E-4
UnitedKingdom/fake_36/2020/EPI_ISL_FAKE_36/2020-11-24	2020.896174863388	6.19723E-4	-9.577789926472086E-6
Canada/fake_82/2021/EPI_ISL_FAKE_82/2021-01-05	2021.0109589041097	8.38472E-4	2.0917354835596252E-4
Canada/fake_173/2021/EPI_ISL_FAKE_173/2021-02-08	2021.1041095890412	8.749370000000001E-4	2.4564044594215125E-4
Canada/fake_191/2021/EPI_ISL_FAKE_191/2021-02-13	2021.1178082191782	9.47829E-4	3.1853272499894354E-4
USA/fake_35/2020/EPI_ISL_FAKE_35/2020-11-23	2020.8934426229507	5.10365E-4	-1.1893584558534049E-4
Canada/fake_44/2020/EPI_ISL_FAKE_44/2020-12-05	2020.9262295081967	5.83272E-4	-4.602817767891925E-5
Canada/fake_63/2020/EPI_ISL_FAKE_63/2020-12-24	2020.9781420765028	5.46807E-4	-8.249212016041903E-5
Canada/fake_68/2020/EPI_ISL_FAKE_68/2020-12-26	2020.983606557377	5.10363E-4	-1.1893600884268205E-4
Thailand/fake_14/2020/EPI_ISL_FAKE_14/2020-10-13	2020.7814207650274	4.01E-4	-2.283031275989465E-4
USA/fake_99/2021/EPI_ISL_FAKE_99/2021-01-15	2021.0383561643835	6.56187E-4	2.6889106469547472E-5
Canada/fake_76/2021/EPI_ISL_FAKE_76/2021-01-03	2021.0054794520547	7.65491E-4	1.3619243673324553E-4
Canada/fake_148/2021/EPI_ISL_FAKE_148/2021-02-02	2021.0876712328768	8.38416E-4	2.0911911107400027E-4
Netherlands/fake_40/2020/EPI_ISL_FAKE_40/2020-11-29	2020.9098360655737	6.56141E-4	2.6840488367870104E-5
SouthAfrica/fake_177/2021/EPI_ISL_FAKE_177/2021-02-09	2021.1068493150685	8.019489999999999E-4	1.7265250175350954E-4
Canada/fake_86/2021/EPI_ISL_FAKE_86/2021-01-08	2021.0191780821917	6.56168E-4	2.686971579003803E-5
Canada/fake_175/2021/EPI_ISL_FAKE_175/2021-02-09	2021.1068493150685	8.02009E-4	1.727125017535096E-4
USA/fake_192/2021/EPI_ISL_FAKE_192/2021-02-13	2021.1178082191782	6.561700000000001E-4	2.687372499894365E-5
USA/fake_24/2020/EPI_ISL_FAKE_24/2020-10-30	2020.827868852459	5.1034E-4	-1.1896218139818306E-4
France/fake_54/2020/EPI_ISL_FAKE_54/2020-12-14	2020.950819672131	6.197110000000001E-4	-9.588676749103199E-6
USA/fake_186/2021/EPI_ISL_FAKE_186/2021-02-12	2021.1150684931506	8.020420000000001E-4	1.727456691875852E-4
Russia/fake_129/2021/EPI_ISL_FAKE_129/2021-01-26	2021.0684931506848	7.29109E-4	9.98117203944908E-5
Canada/fake_134/2021/EPI_ISL_FAKE_134/2021-01-27	2021.0712328767124	7.65566E-4	1.362687762058492E-4
Canada/fake_42/2020/EPI_ISL_FAKE_42/2020-12-01	2020.9153005464482	5.46796E-4	-8.250440031439302E-5
Canada/fake_80/2021/EPI_ISL_FAKE_80/2021-01-05	2021.0109589041097	6.92638E-4	6.333954835596246E-5
Canada/fake_33/2020/EPI_ISL_FAKE_33/2020-11-19	2020.8825136612022	8.74964E-4	2.456629317791857E-4
Canada/fake_171/2021/EPI_ISL_FAKE_171/2021-02-08	2021.1041095890412	9.84327E-4	3.5503044594215104E-4
Canada/fake_97/2021/EPI_ISL_FAKE_97/2021-01-14	2021.035616438356	0.001020771	3.9147305065818884E-4
UnitedKingdom/fake_188/2021/EPI_ISL_FAKE_188/2021-02-12	2021.1150684931506	0.001020776	3.9147966918758503E-4
Canada/fake_100/2021/EPI_ISL_FAKE_100/2021-01-16	2021.041095890411	0.0011301459999999996	5.008481622809055E-4
Canada/fake_72/2020/EPI_ISL_FAKE_72/2020-12-29	2020.9918032786886	8.385029999999999E-4	2.092041581339231E-4
Canada/fake_77/2021/EPI_ISL_FAKE_77/2021-01-03	2021.0054794520547	8.749469999999999E-4	2.456484367332455E-4
Canada/fake_58/2020/EPI_ISL_FAKE_58/2020-12-18	2020.9617486338798	9.11402E-4	2.821025458863704E-4
UnitedKingdom/fake_71/2020/EPI_ISL_FAKE_71/2020-12-27	2020.9863387978141	0.001020769	3.9147004681618634E-4
Canada/fake_5/2020/EPI_ISL_FAKE_5/2020-08-01	2020.5819672131147	3.6453099999999997E-4	-2.647761906963424E-4
Canada/fake_6/2020/EPI_ISL_FAKE_6/2020-08-03	2020.5874316939892	3.6453099999999997E-4	-2.6477607937860556E-4
Canada/fake_163/2021/EPI_ISL_FAKE_163/2021-02-05	2021.0958904109589	9.47815E-4	3.185182785080756E-4
Canada/fake_75/2021/EPI_ISL_FAKE_75/2021-01	0.0	8.019899999999999E-4	1.3152123935141814E-4
Canada/fake_46/2020/EPI_ISL_FAKE_46/2020-12-09	2020.9371584699454	6.92629E-4	6.332904495655453E-5
UnitedKingdom/fake_156/2021/EPI_ISL_FAKE_156/2021-02-02	2021.0876712328768	8.749E-4	2.456031110740002E-4
Canada/fake_109/2021/EPI_ISL_FAKE_109/2021-01-19	2021.0493150684931	8.38484E-4	2.0918632971498132E-4
Canada/fake_172/2021/EPI_ISL_FAKE_172/2021-02-08	2021.1041095890412	7.655289999999999E-4	1.3623244594215106E-4
UnitedKingdom/fake_189/2021/EPI_ISL_FAKE_189/2021-02-13	2021.1178082191782	8.01992E-4	1.7269572499894353E-4
Canada/fake_56/2020/EPI_ISL_FAKE_56/2020-12-15	2020.9535519125684	5.104250000000001E-4	-1.1887462109023473E-4
Canada/fake_85/2021/EPI_ISL_FAKE_85/2021-01-08	2021.0191780821917	5.83321E-4	-4.5977284209961986E-5
Canada/fake_37/2020/EPI_ISL_FAKE_37/2020-11-24	2020.896174863388	4.37473E-4	-1.9182778992647204E-4
USA/fake_103/2021/EPI_ISL_FAKE_103/2021-01-17	2021.0438356164384	6.562520000000001E-4	2.695421809226445E-5
Canada/fake_102/2021/EPI_ISL_FAKE_102/2021-01-17	2021.0438356164384	9.479930000000001E-4	3.1869521809226443E-4
USA/fake_178/2021/EPI_ISL_FAKE_178/2021-02-09	2021.1068493150685	6.92654E-4	6.335750175350961E-5
Canada/fake_93/2021/EPI_ISL_FAKE_93/2021-01-10	2021.0246575342467	4.7389099999999994E-4	-1.5540717258724504E-4
France/fake_184/2021/EPI_ISL_FAKE_184/2021-02-12	2021.1150684931506	7.29103E-4	9.980666918758515E-5
Canada/fake_73/2020/EPI_ISL_FAKE_73/2020-12	0.0	6.19732E-4	-5.0736760648581783E-5
Canada/fake_114/2021/EPI_ISL_FAKE_114/2021-01	0.0	6.561949999999999E-4	-1.4273760648581858E-5
Canada/fake_45/2020/EPI_ISL_FAKE_45/2020-12-07	2020.931693989071	5.10359E-4	-1.189410663611823E-4
Canada/fake_74/2021/EPI_ISL_FAKE_74/2021-01-02	2021.0027397260274	5.832620000000001E-4	-4.6036619078112834E-5
USA/fake_144/2021/EPI_ISL_FAKE_144/2021-01-30	2021.0794520547945	6.926240000000001E-4	6.332694363992482E-5
Canada/fake_90/2021/EPI_ISL_FAKE_90/2021-01-10	2021.0246575342467	7.656160000000001E-4	1.3631782741275512E-4
Canada/fake_12/2020/EPI_ISL_FAKE_12/2020-10-05	2020.75956284153	5.103530000000001E-4	-1.1895057286989393E-4
Canada/fake_117/2021/EPI_ISL_FAKE_117/2021-01-22	2021.0575342465754	6.197220000000001E-4	-9.575502850943125E-6
Canada/fake_61/2020/EPI_ISL_FAKE_61/2020-12-19	2020.964480874317	6.56181E-4	2.6881601545238943E-5
Canada/fake_147/2021/EPI_ISL_FAKE_147/2021-02-01	2021.0849315068492	6.92645E-4	6.334805526264165E-5
Canada/fake_64/2020/EPI_ISL_FAKE_64/2020-12-24	2020.9781420765028	5.468070000000001E-4	-8.249212016041892E-5
Canada/fake_25/2020/EPI_ISL_FAKE_25/2020-10-30	2020.827868852459	4.7389999999999997E-4	-1.5540218139818306E-4
Canada/fake_162/2021/EPI_ISL_FAKE_162/2021-02-05	2021.0958904109589	5.8325E-4	-4.6046721491924364E-5
UnitedKingdom/fake_2/2020/EPI_ISL_FAKE_2/2020-07-02	2020.5	2.5518599999999997E-4	-3.7412286046239557E-4
USA/fake_197/2021/EPI_ISL_FAKE_197/2021-02-17	2021.1287671232876	9.48005E-4	3.1870894824437756E-4
UnitedKingdom/fake_34/2020/EPI_ISL_FAKE_34/2020-11-20	2020.8852459016393	6.19727E-4	-9.574012561945774E-6
France/fake_120/2021/EPI_ISL_FAKE_120/2021-01-23	2021.0602739726028	8.020179999999999E-4	1.727205529604152E-4
Canada/fake_126/2021/EPI_ISL_FAKE_126/2021-01-25	2021.0657534246575	8.38495E-4	2.0919766458313228E-4
Canada/fake_52/2020/EPI_ISL_FAKE_52/2020-12-13	2020.948087431694	8.749620000000001E-4	2.456622675920283E-4
Canada/fake_43/2020/EPI_ISL_FAKE_43/2020-12-02	2020.9180327868853	8.38553E-4	2.0925265534447546E-4
Canada/fake_62/2020/EPI_ISL_FAKE_62/2020-12-22	2020.9726775956285	8.75007E-4	2.457077685218442E-4
